pr
0.0
8.0
26.0
21.0
1.0
9.0
0.0
17.0
17.0
19.0
0.0
0.0
0.0
0.0
9.0
0.0
0.0
1.0
14.0
0.0
0.0
7.0
14.0
29.0
38.0
2.0
0.0
0.0
0.0
2.0
6.0
66.0
4.0
62.0
27.0
24.0
22.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
44.0
0.0
0.0
6.0
1.0
2.0
32.0
31.0
14.0
19.0
11.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
39.0
6.0
3.0
2.0
0.0
0.0
0.0
0.0
12.0
0.0
0.0
0.0
28.0
1.0
7.0
0.0
0.0
0.0
2.0
17.0
17.0
0.0
14.0
34.0
0.0
0.0
0.0
0.0
0.0
4.0
0.0
0.0
16.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
18.0
1.0
0.0
0.0
0.0
19.0
0.0
0.0
0.0
24.0
38.0
0.0
2.0
13.0
45.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
24.0
20.0
0.0
3.0
0.0
0.0
0.0
1.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
15.0
0.0
0.0
0.0
0.0
0.0
0.0
22.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
51.0
14.0
17.0
26.0
5.0
16.0
54.0
0.0
17.0
0.0
0.0
0.0
1.0
0.0
0.0
1.0
4.0
0.0
3.0
0.0
0.0
0.0
0.0
11.0
0.0
0.0
0.0
0.0
10.0
0.0
1.0
0.0
2.0
3.0
4.0
5.0
35.0
147.0
20.0
76.0
8.0
6.0
4.0
12.0
2.0
12.0
9.0
21.0
71.0
23.0
3.0
1.0
0.0
0.0
6.0
17.0
21.0
8.0
42.0
39.0
35.0
2.0
6.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
2.0
14.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
0.0
2.0
1.0
0.0
0.0
7.0
3.0
20.0
4.0
11.0
27.0
64.0
74.0
43.0
12.0
10.0
63.0
54.0
53.0
1.0
25.0
14.0
12.0
0.0
11.0
0.0
9.0
35.0
1.0
3.0
4.0
0.0
0.0
0.0
0.0
2.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
0.0
1.0
0.0
3.0
1.0
0.0
0.0
0.0
0.0
0.0
6.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
27.0
18.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
19.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.0
79.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
9.0
9.0
30.0
1.0
0.0
17.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
21.0
33.0
0.0
0.0
8.0
33.0
0.0
8.0
2.0
16.0
0.0
3.0
2.0
2.0
10.0
6.0
2.0
8.0
0.0
22.0
0.0
0.0
67.0
19.0
1.0
0.0
3.0
8.0
0.0
26.0
0.0
0.0
63.0
0.0
16.0
24.0
4.0
25.0
224.0
74.0
0.0
0.0
0.0
124.0
86.0
96.0
53.0
59.0
13.0
35.0
0.0
16.0
29.0
13.0
26.0
0.0
0.0
0.0
0.0
0.0
1.0
8.0
0.0
0.0
0.0
0.0
0.0
15.0
0.0
0.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
3.0
0.0
0.0
1.0
0.0
0.0
0.0
25.0
0.0
0.0
0.0
0.0
11.0
0.0
0.0
5.0
0.0
0.0
0.0
21.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
39.0
5.0
27.0
22.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
16.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
0.0
0.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
15.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.5
9.0
0.0
3.0
2.2222222222222223
0.7777777777777775
0.0
0.0
0.0
0.0
0.0
2.0
4.0
1.0
5.0
12.0
44.0
37.125
22.0
6.875
0.0
0.0
0.0
0.0
7.0
0.0
48.0
29.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
43.0
4.0
2.7049689440993787
2.0
0.75
0.0
30.0
28.0
28.724853175815596
31.227484129408968
36.0
105.0
7.0
1.6153846153846148
0.0
0.0
0.0
6.0
9.0
5.375000000000001
1.0
0.0
25.0
0.0
0.0
12.0
0.0
6.0
1.0
0.0
0.0
0.0
31.0
12.0
20.0
51.0
75.0
36.0
1.0
15.0
1.0
13.0
10.0
17.0
0.0
14.0
31.0
79.0
115.0
64.0
42.0
20.0
9.0
24.0
32.0
3.0
6.0
5.0
7.0
49.0
8.0
8.232086820083683
9.035564853556485
10.571260460251045
13.0
41.0
15.0
37.0
29.0
4.0
8.0
0.0
3.0
43.0
16.0
15.0
24.0
2.0
7.0
37.0
29.0
59.0
42.0
2.0
0.45454545454545436
0.0
9.0
0.0
0.0
0.0
0.0
32.0
0.0
2.0
1.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
1.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
4.0
0.0
0.0
0.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
37.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
5.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
9.0
0.0
0.0
0.0
0.0
2.0
0.0
8.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.3333333333333335
6.666666666666667
9.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
15.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
0.0
3.0
0.0
0.0
19.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.6800000000000002
6.0
29.32
50.0
10.0
49.0
1.0
0.0
3.0
1.0
21.0
4.0
1.0192307692307692
0.0
18.0
5.0
19.0
37.0
1.0
0.0
13.0
30.0
1.0
0.22468354430379753
0.0
22.0
2.0
0.0
0.0
0.0
0.0
123.0
246.0
54.0
15.49220489977728
2.0
38.0
20.0
17.0
8.0
39.0
14.0
0.0
8.5
17.0
6.0
0.0
0.0
0.0
60.0
120.0
0.0
0.0
0.0
9.22413793103448
20.0
22.0
10.0
43.0
16.0
0.0
5.0
0.0
0.0
0.0
0.0
0.0
22.0
0.0
0.0
0.0
17.0
4.0
1.0
34.0
19.0
7.0
0.0
0.0
0.0
217.0
29.0
23.0
3.0
0.0
5.0
6.0
34.0
0.0
5.0
0.0
17.0
1.0
0.0
0.0
0.0
0.0
1.0
14.0
8.0
7.0
4.0
15.0
32.0
93.0
0.0
9.0
0.0
9.0
15.0
3.0
20.0
12.0
97.0
30.0
32.0
0.0
0.0
0.0
0.0
0.0
39.0
7.0
13.0
0.0
6.0
9.0
10.0
0.0
1.0
20.0
135.0
15.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
29.0
7.0
7.0
0.0
50.0
32.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
20.0
0.0
19.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
